,userid,courseid,formatted agreed mark,actual grade,faculty
22570,5088,1557,54.5,C+,Faculty of Business and Accountancy
22571,5089,1557,56.4,C+,Faculty of Business and Accountancy
22572,5107,1557,54.9,C+,Faculty of Business and Accountancy
22573,5135,1557,72.2,B+,Faculty of Business and Accountancy
22574,5216,1557,56.2,C+,Faculty of Business and Accountancy
22575,5217,1557,65.8,B,Faculty of Business and Accountancy
22576,5219,1557,65.3,B,Faculty of Business and Accountancy
22577,5220,1557,65.75,B,Faculty of Business and Accountancy
22578,5224,1557,67.85,B,Faculty of Business and Accountancy
22579,5226,1557,65.2,B,Faculty of Business and Accountancy
22580,5229,1557,65.75,B,Faculty of Business and Accountancy
22581,5230,1557,62.0,B-,Faculty of Business and Accountancy
22582,5231,1557,69.6,B+,Faculty of Business and Accountancy
22583,5233,1557,65.35,B,Faculty of Business and Accountancy
22584,5234,1557,65.85,B,Faculty of Business and Accountancy
22585,5235,1557,64.55,B,Faculty of Business and Accountancy
22586,5238,1557,69.45,B,Faculty of Business and Accountancy
22587,5239,1557,62.5,B-,Faculty of Business and Accountancy
22588,5240,1557,71.3,B+,Faculty of Business and Accountancy
22589,5242,1557,65.0,B,Faculty of Business and Accountancy
22590,5243,1557,62.85,B-,Faculty of Business and Accountancy
22591,5244,1557,67.45,B,Faculty of Business and Accountancy
22592,5248,1557,65.45,B,Faculty of Business and Accountancy
22593,5254,1557,60.9,B-,Faculty of Business and Accountancy
22594,5256,1557,60.7,B-,Faculty of Business and Accountancy
22595,5258,1557,59.6,B-,Faculty of Business and Accountancy
22596,5259,1557,65.35,B,Faculty of Business and Accountancy
22597,5261,1557,65.75,B,Faculty of Business and Accountancy
22598,5262,1557,67.4,B,Faculty of Business and Accountancy
22599,5263,1557,55.75,C+,Faculty of Business and Accountancy
22600,5264,1557,60.0,B-,Faculty of Business and Accountancy
22601,5265,1557,55.6,C+,Faculty of Business and Accountancy
22602,5266,1557,60.35,B-,Faculty of Business and Accountancy
22603,5268,1557,61.7,B-,Faculty of Business and Accountancy
22604,5269,1557,65.75,B,Faculty of Business and Accountancy
22605,5270,1557,60.2,B-,Faculty of Business and Accountancy
22606,5274,1557,55.6,C+,Faculty of Business and Accountancy
22607,5275,1557,55.7,C+,Faculty of Business and Accountancy
22608,5331,1557,54.8,C+,Faculty of Business and Accountancy
22609,5332,1557,64.5,B,Faculty of Business and Accountancy
22610,5336,1557,40.15,D+,Faculty of Business and Accountancy
22611,5337,1557,52.65,C,Faculty of Business and Accountancy
22612,5338,1557,35.05,D,Faculty of Business and Accountancy
22613,5339,1557,54.6,C+,Faculty of Business and Accountancy
22614,5340,1557,49.7,C,Faculty of Business and Accountancy
22615,15056,1557,52.85,C,Faculty of Business and Accountancy
22616,16157,1557,57.05,C+,Faculty of Business and Accountancy
22617,16193,1557,50.4,W2,Faculty of Business and Accountancy
22618,17439,1557,56.1,C+,Faculty of Business and Accountancy
22619,17456,1557,62.1,B-,Faculty of Business and Accountancy
22620,17463,1557,51.45,C,Faculty of Business and Accountancy
22621,17464,1557,60.95,B-,Faculty of Business and Accountancy
22622,17466,1557,56.7,C+,Faculty of Business and Accountancy
22623,17467,1557,51.3,C,Faculty of Business and Accountancy
22624,17471,1557,50.0,C,Faculty of Business and Accountancy
22625,17489,1557,50.55,C,Faculty of Business and Accountancy
22626,17490,1557,55.3,C+,Faculty of Business and Accountancy
22627,17493,1557,50.95,C,Faculty of Business and Accountancy
22628,17494,1557,49.7,C,Faculty of Business and Accountancy
22629,18415,1557,50.25,C,Faculty of Business and Accountancy
22630,24196,1557,74.8,A-,Faculty of Business and Accountancy
22631,24200,1557,65.15,B,Faculty of Business and Accountancy
22632,24336,1557,62.45,B-,Faculty of Business and Accountancy
22633,24429,1557,50.0,C,Faculty of Business and Accountancy
22634,25231,1557,59.8,B-,Faculty of Business and Accountancy
22635,25232,1557,60.05,B-,Faculty of Business and Accountancy
22636,25311,1557,65.6,B,Faculty of Business and Accountancy
22637,1818,3346,63.64,B-,Faculty of Business and Accountancy
22638,1821,3346,70.26,B+,Faculty of Business and Accountancy
22639,1832,3346,70.03,B+,Faculty of Business and Accountancy
22640,1833,3346,82.23,A,Faculty of Business and Accountancy
22641,1834,3346,69.63,B+,Faculty of Business and Accountancy
22642,1835,3346,80.72,A,Faculty of Business and Accountancy
22643,1838,3346,75.54,A-,Faculty of Business and Accountancy
22644,1840,3346,82.57,A,Faculty of Business and Accountancy
22645,1841,3346,65.93,B,Faculty of Business and Accountancy
22646,1842,3346,84.84,A,Faculty of Business and Accountancy
22647,1843,3346,70.3,B+,Faculty of Business and Accountancy
22648,1844,3346,91.07,A+,Faculty of Business and Accountancy
22649,1845,3346,85.94,A,Faculty of Business and Accountancy
22650,1846,3346,81.53,A,Faculty of Business and Accountancy
22651,1847,3346,84.73,A,Faculty of Business and Accountancy
22652,1848,3346,67.43,B,Faculty of Business and Accountancy
22653,1849,3346,71.97,B+,Faculty of Business and Accountancy
22654,1850,3346,84.08,A,Faculty of Business and Accountancy
22655,1851,3346,81.78,A,Faculty of Business and Accountancy
22656,1894,3346,69.93,B+,Faculty of Business and Accountancy
22657,1924,3346,53.23,C,Faculty of Business and Accountancy
22658,1953,3346,65.05,B,Faculty of Business and Accountancy
22659,1954,3346,79.66,A,Faculty of Business and Accountancy
22660,1955,3346,80.57,A,Faculty of Business and Accountancy
22661,1956,3346,69.79,B+,Faculty of Business and Accountancy
22662,1957,3346,55.64,C+,Faculty of Business and Accountancy
22663,1958,3346,75.06,A-,Faculty of Business and Accountancy
22664,1959,3346,84.75,A,Faculty of Business and Accountancy
22665,1960,3346,69.62,B+,Faculty of Business and Accountancy
22666,1961,3346,84.48,A,Faculty of Business and Accountancy
22667,1962,3346,72.72,B+,Faculty of Business and Accountancy
22668,1963,3346,62.5,B-,Faculty of Business and Accountancy
22669,1964,3346,69.7,B+,Faculty of Business and Accountancy
22670,1965,3346,73.6,B+,Faculty of Business and Accountancy
22671,1966,3346,78.12,A-,Faculty of Business and Accountancy
22672,1967,3346,74.73,A-,Faculty of Business and Accountancy
22673,1968,3346,70.23,B+,Faculty of Business and Accountancy
22674,1969,3346,87.52,A,Faculty of Business and Accountancy
22675,1970,3346,69.81,B+,Faculty of Business and Accountancy
22676,1972,3346,79.07,A-,Faculty of Business and Accountancy
22677,1973,3346,71.88,B+,Faculty of Business and Accountancy
22678,1974,3346,72.94,B+,Faculty of Business and Accountancy
22679,1975,3346,69.75,B+,Faculty of Business and Accountancy
22680,1976,3346,78.58,A-,Faculty of Business and Accountancy
22681,1977,3346,57.33,C+,Faculty of Business and Accountancy
22682,2098,3346,60.11,B-,Faculty of Business and Accountancy
22683,2101,3346,85.4,A,Faculty of Business and Accountancy
22684,2104,3346,67.31,B,Faculty of Business and Accountancy
22685,2153,3346,65.34,B,Faculty of Business and Accountancy
22686,2173,3346,70.6,B+,Faculty of Business and Accountancy
22687,2369,3346,72.51,B+,Faculty of Business and Accountancy
22688,2370,3346,81.71,A,Faculty of Business and Accountancy
22689,2371,3346,66.47,B,Faculty of Business and Accountancy
22690,2373,3346,75.85,A-,Faculty of Business and Accountancy
22691,2386,3346,62.67,B-,Faculty of Business and Accountancy
22692,2392,3346,51.04,C,Faculty of Business and Accountancy
22693,4717,3346,49.71,C,Faculty of Business and Accountancy
22694,4724,3346,77.27,A-,Faculty of Business and Accountancy
22695,4727,3346,75.83,A-,Faculty of Business and Accountancy
22696,4729,3346,67.24,B,Faculty of Business and Accountancy
22697,4732,3346,73.46,B+,Faculty of Business and Accountancy
22698,4741,3346,79.66,A,Faculty of Business and Accountancy
22699,4747,3346,70.26,B+,Faculty of Business and Accountancy
22700,4751,3346,66.48,B,Faculty of Business and Accountancy
22701,4754,3346,75.0,A-,Faculty of Business and Accountancy
22702,4759,3346,76.92,A-,Faculty of Business and Accountancy
22703,4764,3346,41.55,D+,Faculty of Business and Accountancy
22704,4768,3346,60.07,B-,Faculty of Business and Accountancy
22705,4770,3346,55.14,C+,Faculty of Business and Accountancy
22706,4771,3346,68.88,B,Faculty of Business and Accountancy
22707,4772,3346,76.96,A-,Faculty of Business and Accountancy
22708,4773,3346,65.94,B,Faculty of Business and Accountancy
22709,4775,3346,57.17,C+,Faculty of Business and Accountancy
22710,4776,3346,64.8,B,Faculty of Business and Accountancy
22711,4837,3346,84.95,A,Faculty of Business and Accountancy
22712,5077,3346,76.8,A-,Faculty of Business and Accountancy
22713,5156,3346,50.78,C,Faculty of Business and Accountancy
22714,16147,3346,51.23,C,Faculty of Business and Accountancy
22715,16193,3346,59.92,W2,Faculty of Business and Accountancy
22716,16194,3346,49.63,C,Faculty of Business and Accountancy
22717,16195,3346,64.67,B,Faculty of Business and Accountancy
22718,16204,3346,61.92,B-,Faculty of Business and Accountancy
22719,16205,3346,77.12,A-,Faculty of Business and Accountancy
22720,16947,3346,49.62,C,Faculty of Business and Accountancy
22721,16955,3346,60.51,B-,Faculty of Business and Accountancy
22722,17426,3346,64.94,B,Faculty of Business and Accountancy
22723,17430,3346,67.92,B,Faculty of Business and Accountancy
22724,17431,3346,57.93,C+,Faculty of Business and Accountancy
22725,17466,3346,57.87,C+,Faculty of Business and Accountancy
22726,17467,3346,55.73,C+,Faculty of Business and Accountancy
22727,17468,3346,51.51,C,Faculty of Business and Accountancy
22728,17469,3346,60.47,B-,Faculty of Business and Accountancy
22729,17485,3346,50.93,C,Faculty of Business and Accountancy
22730,17486,3346,50.0,C,Faculty of Business and Accountancy
22731,17488,3346,55.05,C+,Faculty of Business and Accountancy
22732,24244,3346,67.97,B,Faculty of Business and Accountancy
22733,24318,3346,83.52,A,Faculty of Business and Accountancy
22734,24319,3346,67.45,B,Faculty of Business and Accountancy
22735,1818,1552,80.0,A,Faculty of Business and Accountancy
22736,1820,1552,67.8,B,Faculty of Business and Accountancy
22737,1822,1552,76.0,A-,Faculty of Business and Accountancy
22738,1824,1552,80.25,A,Faculty of Business and Accountancy
22739,1836,1552,67.35,B,Faculty of Business and Accountancy
22740,1894,1552,60.75,B-,Faculty of Business and Accountancy
22741,1955,1552,66.0,B,Faculty of Business and Accountancy
22742,1962,1552,66.75,B,Faculty of Business and Accountancy
22743,1963,1552,50.5,C,Faculty of Business and Accountancy
22744,1977,1552,50.0,C,Faculty of Business and Accountancy
22745,2109,1552,71.75,B+,Faculty of Business and Accountancy
22746,2117,1552,77.0,A-,Faculty of Business and Accountancy
22747,2122,1552,83.75,A,Faculty of Business and Accountancy
22748,2129,1552,31.0,F,Faculty of Business and Accountancy
22749,2140,1552,70.0,B+,Faculty of Business and Accountancy
22750,2142,1552,79.5,A,Faculty of Business and Accountancy
22751,2149,1552,22.75,F,Faculty of Business and Accountancy
22752,2218,1552,75.75,A-,Faculty of Business and Accountancy
22753,2375,1552,7.0,F,Faculty of Business and Accountancy
22754,2383,1552,66.5,B,Faculty of Business and Accountancy
22755,2386,1552,72.0,B+,Faculty of Business and Accountancy
22756,2390,1552,55.6,C+,Faculty of Business and Accountancy
22757,2417,1552,82.0,A,Faculty of Business and Accountancy
22758,2420,1552,55.0,C+,Faculty of Business and Accountancy
22759,2453,1552,75.38,A-,Faculty of Business and Accountancy
22760,2462,1552,61.75,B-,Faculty of Business and Accountancy
22761,2494,1552,0.0,F,Faculty of Business and Accountancy
22762,4685,1552,53.0,C,Faculty of Business and Accountancy
22763,4723,1552,63.0,B-,Faculty of Business and Accountancy
22764,4732,1552,71.25,B+,Faculty of Business and Accountancy
22765,4734,1552,62.75,B-,Faculty of Business and Accountancy
22766,4737,1552,78.5,A-,Faculty of Business and Accountancy
22767,4739,1552,71.0,B+,Faculty of Business and Accountancy
22768,4740,1552,68.0,B,Faculty of Business and Accountancy
22769,4742,1552,67.0,B,Faculty of Business and Accountancy
22770,4747,1552,75.75,A-,Faculty of Business and Accountancy
22771,4751,1552,62.0,B-,Faculty of Business and Accountancy
22772,4758,1552,67.25,B,Faculty of Business and Accountancy
22773,4762,1552,70.0,B+,Faculty of Business and Accountancy
22774,4770,1552,27.5,F,Faculty of Business and Accountancy
22775,4774,1552,6.0,F,Faculty of Business and Accountancy
22776,4776,1552,45.95,C-,Faculty of Business and Accountancy
22777,4795,1552,51.75,C,Faculty of Business and Accountancy
22778,4812,1552,50.0,C,Faculty of Business and Accountancy
22779,4829,1552,55.0,C+,Faculty of Business and Accountancy
22780,4831,1552,60.0,B-,Faculty of Business and Accountancy
22781,5026,1552,50.25,C,Faculty of Business and Accountancy
22782,5035,1552,56.75,C+,Faculty of Business and Accountancy
22783,5053,1552,72.5,B+,Faculty of Business and Accountancy
22784,5071,1552,47.38,C-,Faculty of Business and Accountancy
22785,5073,1552,52.8,C,Faculty of Business and Accountancy
22786,5074,1552,73.75,B+,Faculty of Business and Accountancy
22787,5075,1552,58.5,C+,Faculty of Business and Accountancy
22788,5118,1552,75.63,A-,Faculty of Business and Accountancy
22789,5133,1552,80.75,A,Faculty of Business and Accountancy
22790,5139,1552,66.25,B,Faculty of Business and Accountancy
22791,5149,1552,63.0,B-,Faculty of Business and Accountancy
22792,14868,1552,35.0,D,Faculty of Business and Accountancy
22793,16146,1552,36.25,D,Faculty of Business and Accountancy
22794,16147,1552,50.0,C,Faculty of Business and Accountancy
22795,16195,1552,60.0,B-,Faculty of Business and Accountancy
22796,16204,1552,50.0,C,Faculty of Business and Accountancy
22797,16205,1552,57.75,C+,Faculty of Business and Accountancy
22798,16518,1552,53.5,C,Faculty of Business and Accountancy
22799,16947,1552,41.5,D+,Faculty of Business and Accountancy
22800,17430,1552,55.0,C+,Faculty of Business and Accountancy
22801,17431,1552,15.5,F,Faculty of Business and Accountancy
22802,23920,1552,62.25,B-,Faculty of Business and Accountancy
22803,24190,1552,73.75,B+,Faculty of Business and Accountancy
22804,24319,1552,77.0,A-,Faculty of Business and Accountancy
22805,1820,1546,77.0,A-,Faculty of Business and Accountancy
22806,1822,1546,70.0,B+,Faculty of Business and Accountancy
22807,1824,1546,82.0,A,Faculty of Business and Accountancy
22808,1836,1546,59.5,B-,Faculty of Business and Accountancy
22809,1889,1546,62.0,B-,Faculty of Business and Accountancy
22810,2375,1546,75.5,A-,Faculty of Business and Accountancy
22811,2377,1546,70.0,B+,Faculty of Business and Accountancy
22812,2379,1546,68.5,B,Faculty of Business and Accountancy
22813,2380,1546,73.0,B+,Faculty of Business and Accountancy
22814,2381,1546,78.0,A-,Faculty of Business and Accountancy
22815,2383,1546,79.5,A,Faculty of Business and Accountancy
22816,2384,1546,68.5,B,Faculty of Business and Accountancy
22817,2386,1546,70.5,B+,Faculty of Business and Accountancy
22818,2387,1546,72.0,B+,Faculty of Business and Accountancy
22819,2388,1546,58.5,C+,Faculty of Business and Accountancy
22820,2390,1546,81.5,A,Faculty of Business and Accountancy
22821,4687,1546,75.0,A-,Faculty of Business and Accountancy
22822,4716,1546,61.5,B-,Faculty of Business and Accountancy
22823,4748,1546,75.0,A-,Faculty of Business and Accountancy
22824,4761,1546,74.0,B+,Faculty of Business and Accountancy
22825,4762,1546,67.5,B,Faculty of Business and Accountancy
22826,4778,1546,69.5,B+,Faculty of Business and Accountancy
22827,4842,1546,62.0,B-,Faculty of Business and Accountancy
22828,4869,1546,55.0,C+,Faculty of Business and Accountancy
22829,4876,1546,73.0,B+,Faculty of Business and Accountancy
22830,5061,1546,70.0,B+,Faculty of Business and Accountancy
22831,5065,1546,74.0,B+,Faculty of Business and Accountancy
22832,5068,1546,78.0,A-,Faculty of Business and Accountancy
22833,5070,1546,62.5,B-,Faculty of Business and Accountancy
22834,5071,1546,51.5,C,Faculty of Business and Accountancy
22835,5073,1546,50.5,C,Faculty of Business and Accountancy
22836,5074,1546,80.5,A,Faculty of Business and Accountancy
22837,5075,1546,64.0,B-,Faculty of Business and Accountancy
22838,5076,1546,78.0,A-,Faculty of Business and Accountancy
22839,5077,1546,73.5,B+,Faculty of Business and Accountancy
22840,5079,1546,83.0,A,Faculty of Business and Accountancy
22841,5118,1546,84.5,A,Faculty of Business and Accountancy
22842,5119,1546,64.5,B,Faculty of Business and Accountancy
22843,5120,1546,64.5,B,Faculty of Business and Accountancy
22844,5123,1546,63.5,B-,Faculty of Business and Accountancy
22845,5124,1546,66.0,B,Faculty of Business and Accountancy
22846,5125,1546,79.0,A-,Faculty of Business and Accountancy
22847,5129,1546,50.0,C,Faculty of Business and Accountancy
