,userid,number_of_courses,total_marks
12893,16776,7.0,551.8
12894,16777,7.0,584.6
12895,16778,7.0,218.2
12896,16779,7.0,547.9
12897,16780,7.0,517.0
12898,16781,7.0,520.5
12899,16782,7.0,567.5
12900,16783,7.0,586.8
12901,16784,8.0,548.05
12902,16785,4.0,136.0
12903,16786,7.0,513.3
12904,16794,9.0,630.0
12905,16795,10.0,843.8
12906,16796,9.0,573.03
12907,16797,9.0,714.03
12908,16798,9.0,639.4
12909,16799,9.0,716.4300000000001
12910,16800,9.0,620.73
12911,16801,9.0,574.9
12912,16802,9.0,746.6300000000001
12913,16803,9.0,622.73
12914,16804,9.0,531.63
12915,16805,8.0,586.9300000000001
12916,16806,9.0,626.53
12917,16807,9.0,707.6
12918,16808,9.0,654.37
12919,16809,9.0,617.4
12920,16810,10.0,707.15
12921,16811,9.0,623.2
12922,16812,9.0,730.4000000000001
12923,16813,9.0,731.27
12924,16814,9.0,632.6300000000001
12925,16815,9.0,641.13
12926,16816,9.0,539.63
12927,16817,9.0,660.2
12928,16818,9.0,650.0699999999999
12929,16819,9.0,610.4300000000001
12930,16820,9.0,695.69
12931,16821,9.0,713.9300000000001
12932,16822,9.0,651.5
12933,16823,9.0,597.53
12934,16824,9.0,563.53
12935,16825,9.0,722.3299999999999
12936,16826,8.0,531.8
12937,16827,9.0,528.5
12938,16828,9.0,708.83
12939,16829,8.0,544.27
12940,16830,9.0,698.0699999999999
12941,16831,9.0,600.5699999999999
12942,16832,9.0,505.36
12943,16833,9.0,639.62
12944,16834,8.0,555.4
12945,16835,6.0,320.83000000000004
12946,16836,8.0,612.8
12947,16837,8.0,572.65
12948,16838,8.0,578.05
12949,16839,8.0,435.78
12950,16840,8.0,567.8800000000001
12951,16841,8.0,463.29
12952,16842,8.0,494.76
12953,16843,4.0,203.78
12954,16844,8.0,541.4000000000001
12955,16845,5.0,312.3
12956,16846,7.0,578.9
12957,16847,7.0,537.3
12958,16848,7.0,573.9
12959,16854,2.0,0.0
12960,16855,7.0,486.55
12961,16856,7.0,538.5
12962,16857,8.0,630.35
12963,16858,7.0,570.9300000000001
12964,16859,7.0,365.58
12965,16860,4.0,209.5
12966,16862,7.0,450.4
12967,16863,7.0,441.55
12968,16864,8.0,641.15
12969,16865,6.0,370.0
12970,16866,4.0,312.0
12971,16868,4.0,272.0
12972,16870,5.0,286.28
12973,16871,6.0,229.0
12974,16872,8.0,488.11
12975,16873,7.0,523.5
12976,16876,6.0,414.0
12977,16877,6.0,382.7
12978,16879,8.0,582.5
12979,16881,7.0,481.0
12980,16882,7.0,379.8
12981,16883,7.0,481.1
12982,16884,7.0,439.6
12983,16885,7.0,392.5
12984,16886,6.0,336.0
12985,16887,8.0,573.9
12986,16888,7.0,417.6
12987,16889,6.0,310.6
12988,16890,5.0,379.5
12989,16891,7.0,475.2
12990,16892,8.0,588.4
12991,16893,7.0,393.6
12992,16894,7.0,516.9
12993,16895,6.0,371.1
12994,16897,6.0,357.5
12995,16898,5.0,372.96
12996,16900,7.0,425.25
12997,16902,6.0,383.7
12998,16903,5.0,306.05
12999,16904,6.0,454.4
13000,16905,4.0,233.5
13001,16906,7.0,444.31
13002,16908,6.0,355.1
13003,16909,5.0,383.2
13004,16910,5.0,370.1
13005,16912,5.0,365.06
13006,16914,2.0,140.2
13007,16915,1.0,56.33
13008,16917,7.0,434.4
13009,16918,4.0,191.0
13010,16919,5.0,360.7
13011,16920,5.0,324.2
13012,16921,3.0,222.42
13013,16922,7.0,559.48
13014,16923,6.0,356.7
13015,16924,5.0,365.5400000000001
13016,16925,6.0,397.5
13017,16931,6.0,409.75
13018,16933,7.0,524.52
13019,16934,8.0,589.74
13020,16935,6.0,410.0
13021,16936,6.0,373.78
13022,16939,7.0,437.6
13023,16940,7.0,541.7
13024,16943,6.0,340.2
13025,16944,3.0,232.2
13026,16945,9.0,708.96
13027,16946,7.0,476.55
13028,16947,7.0,377.29
13029,16949,5.0,290.2
13030,16950,7.0,524.27
13031,16951,3.0,139.13
13032,16952,7.0,437.0
13033,16953,7.0,482.55
13034,16954,6.0,395.5
13035,16955,7.0,403.97
13036,16957,2.0,92.4
13037,16959,6.0,447.9
13038,16961,8.0,494.8
13039,16964,7.0,509.65
13040,16965,4.0,194.5
13041,16966,3.0,204.2
13042,16968,8.0,629.0
13043,16971,7.0,524.15
13044,16972,7.0,414.8
13045,16973,7.0,424.35
13046,16974,6.0,307.7
13047,16975,6.0,21.0
13048,16977,6.0,319.5
13049,16978,6.0,332.9
13050,16979,7.0,448.75
13051,16980,7.0,395.5
13052,16981,6.0,355.0
13053,16982,7.0,516.56
13054,16983,6.0,402.0
13055,16984,6.0,430.7
13056,16985,6.0,440.5
13057,16986,6.0,371.29
13058,16987,7.0,487.7
13059,16988,7.0,481.4
13060,16989,6.0,353.0
13061,16990,7.0,528.24
13062,16991,2.0,160.0
13063,16992,5.0,243.0
13064,16994,4.0,202.45
13065,16995,2.0,169.0
13066,16996,2.0,82.0
13067,16997,3.0,138.3
13068,16998,3.0,214.25
13069,16999,2.0,138.5
13070,17000,3.0,147.0
13071,17001,3.0,146.0
13072,17002,6.0,345.23
13073,17003,5.0,282.5
13074,17005,6.0,278.8
13075,17006,6.0,338.8
13076,17009,7.0,383.0
13077,17010,7.0,415.4
13078,17011,7.0,433.07
13079,17012,6.0,284.0
13080,17014,7.0,465.45
13081,17015,6.0,318.4
13082,17016,7.0,435.0
13083,17019,7.0,531.25
13084,17022,8.0,523.0699999999999
13085,17023,3.0,200.8
13086,17025,4.0,309.17
13087,17029,6.0,487.2
13088,17035,5.0,246.7
13089,17036,2.0,156.7
13090,17042,2.0,152.8
13091,17048,3.0,180.9
13092,17050,5.0,405.61
13093,17053,1.0,49.5
13094,17055,7.0,473.0
13095,17062,1.0,74.0
13096,17063,3.0,205.3
13097,17066,5.0,309.5
13098,17067,5.0,300.75
13099,17068,2.0,85.0
13100,17069,3.0,46.5
13101,17071,3.0,262.9
13102,17072,4.0,296.0
13103,17073,2.0,143.0
13104,17074,4.0,217.0
13105,17075,5.0,287.7
13106,17076,4.0,209.0
13107,17077,1.0,86.5
13108,17078,2.0,165.0
13109,17079,2.0,162.0
13110,17080,1.0,0.0
13111,17081,2.0,60.0
13112,17082,5.0,296.25
13113,17083,2.0,71.0
13114,17084,4.0,268.9
13115,17085,6.0,377.03
13116,17088,2.0,0.0
13117,17089,2.0,133.0
13118,17090,3.0,125.0
13119,17093,2.0,151.0
13120,17094,3.0,225.5
13121,17096,7.0,492.0
13122,17097,8.0,635.5
13123,17098,4.0,65.5
13124,17099,8.0,595.53
13125,17100,7.0,475.0
13126,17101,7.0,501.0
13127,17102,7.0,451.0
13128,17103,7.0,468.5
13129,17104,7.0,479.0
13130,17105,7.0,531.3299999999999
13131,17106,7.0,473.0
13132,17107,7.0,531.0
13133,17108,8.0,603.0
13134,17109,7.0,497.0
13135,17110,8.0,563.8
13136,17111,7.0,500.9
13137,17112,7.0,555.0
13138,17116,7.0,491.63
13139,17118,7.0,469.5
13140,17119,8.0,602.0
13141,17120,4.0,184.0
13142,17121,7.0,576.0
13143,17122,7.0,455.7
13144,17123,6.0,382.0
13145,17124,8.0,620.0
13146,17125,7.0,491.37
13147,17126,7.0,472.7
13148,17127,7.0,522.2
13149,17128,7.0,559.27
13150,17129,7.0,539.53
13151,17130,7.0,607.8000000000001
13152,17131,7.0,479.73
13153,17132,8.0,593.27
13154,17133,7.0,508.3
13155,17136,8.0,565.0
13156,17137,7.0,550.8
13157,17138,7.0,528.1
13158,17139,7.0,477.48
13159,17140,6.0,316.0
13160,17142,7.0,501.0
13161,17143,6.0,360.0
13162,17144,7.0,543.0
13163,17145,7.0,497.0
13164,17146,7.0,476.0
13165,17147,7.0,444.0
13166,17148,6.0,451.0
13167,17149,7.0,539.6
13168,17150,7.0,538.0
13169,17151,7.0,483.1
13170,17152,8.0,529.9
13171,17153,7.0,460.0
13172,17154,3.0,202.5
13173,17155,6.0,438.0
13174,17162,6.0,464.8
13175,17163,6.0,424.3
13176,17164,7.0,522.0
13177,17165,6.0,407.43
13178,17166,7.0,569.9
13179,17167,7.0,493.62
13180,17168,7.0,512.1
13181,17169,7.0,527.1
13182,17170,6.0,424.2
13183,17173,7.0,0.0
13184,17174,8.0,594.75
13185,17175,8.0,559.6
13186,17177,7.0,475.73
13187,17178,6.0,428.3
13188,17179,7.0,539.1
13189,17180,7.0,515.3
13190,17181,7.0,554.6
13191,17182,6.0,403.6
13192,17183,7.0,482.33
13193,17184,7.0,483.2
13194,17185,7.0,492.0
13195,17186,7.0,494.0
13196,17187,7.0,511.2
13197,17188,7.0,482.77
13198,17189,7.0,455.8
13199,17190,7.0,500.87
13200,17195,6.0,0.0
13201,17196,5.0,273.0
13202,17197,6.0,0.0
13203,17199,8.0,618.7
13204,17200,8.0,571.53
13205,17201,7.0,461.9
13206,17202,7.0,339.0
13207,17204,7.0,429.0
13208,17205,8.0,669.4
13209,17206,7.0,504.8
13210,17207,7.0,522.0
13211,17209,8.0,514.75
13212,17211,7.0,506.5
13213,17212,5.0,324.0
13214,17213,7.0,499.8
13215,17214,7.0,472.5
13216,17215,8.0,622.75
13217,17216,8.0,591.3
13218,17218,9.0,630.5
13219,17219,8.0,626.7
13220,17220,8.0,513.3299999999999
13221,17221,8.0,566.0
13222,17222,7.0,582.54
13223,17223,7.0,444.0
13224,17227,7.0,520.0
13225,17228,6.0,375.0
13226,17229,7.0,532.0
13227,17237,5.0,382.0
13228,17238,8.0,662.6700000000001
13229,17239,6.0,438.6
13230,17240,7.0,442.7
13231,17241,7.0,484.15
13232,17242,7.0,486.7000000000001
13233,17243,7.0,501.6
13234,17244,7.0,491.67
13235,17245,7.0,521.9
13236,17246,7.0,489.3
13237,17247,7.0,541.85
13238,17248,7.0,582.85
13239,17249,7.0,548.85
13240,17250,7.0,545.54
13241,17251,7.0,543.0
13242,17252,7.0,562.85
13243,17253,7.0,516.85
13244,17254,7.0,578.85
13245,17255,7.0,529.85
13246,17256,7.0,537.85
13247,17257,7.0,495.85
13248,17258,7.0,559.85
13249,17259,8.0,635.3299999999999
13250,17260,7.0,573.9
13251,17261,7.0,541.0
13252,17262,8.0,543.2
13253,17263,7.0,529.0
13254,17264,7.0,376.0
13255,17265,7.0,462.2
13256,17266,7.0,533.8
13257,17267,7.0,522.4
13258,17268,6.0,391.6
13259,17269,7.0,534.3
13260,17270,7.0,563.0
13261,17271,7.0,443.9
13262,17273,8.0,560.4
13263,17274,7.0,457.59
13264,17275,2.0,121.0
13265,17276,5.0,284.4
13266,17283,1.0,0.0
13267,17286,3.0,201.0
13268,17296,3.0,245.0
13269,17297,3.0,250.0
13270,17298,2.0,167.0
13271,17299,3.0,258.0
13272,17300,3.0,228.0
13273,17301,3.0,260.0
13274,17302,3.0,260.0
13275,17303,4.0,261.0
13276,17304,3.0,155.0
13277,17305,4.0,252.0
13278,17306,1.0,90.0
13279,17308,3.0,161.0
13280,17309,1.0,80.0
13281,17310,2.0,167.0
13282,17311,1.0,87.0
13283,17318,4.0,225.5
13284,17319,3.0,226.0
13285,17320,3.0,254.0
13286,17321,2.0,141.0
13287,17323,2.0,151.0
13288,17327,1.0,0.0
13289,17328,2.0,166.0
13290,17329,3.0,216.0
13291,17331,1.0,0.0
13292,17334,1.0,70.0
13293,17335,1.0,75.0
13294,17337,1.0,66.0
13295,17338,1.0,81.0
13296,17339,1.0,80.0
13297,17340,1.0,75.0
13298,17341,1.0,70.0
13299,17343,1.0,80.0
13300,17344,1.0,70.0
13301,17345,1.0,70.0
13302,17347,1.0,70.0
13303,17349,4.0,260.0
13304,17350,5.0,360.5
13305,17351,5.0,346.75
13306,17352,5.0,347.75
13307,17353,7.0,461.85
13308,17354,7.0,372.55
13309,17357,1.0,82.0
13310,17358,1.0,75.0
13311,17359,1.0,84.0
13312,17360,1.0,87.0
13313,17361,1.0,47.3
13314,17363,6.0,383.0
13315,17365,4.0,272.5
13316,17366,3.0,219.6
13317,17367,3.0,197.6
13318,17368,3.0,213.4
13319,17371,6.0,363.6
13320,17372,6.0,390.1
13321,17373,7.0,500.6
13322,17374,7.0,552.4
13323,17375,6.0,378.86
13324,17376,6.0,418.8
13325,17377,6.0,430.3
13326,17378,6.0,400.0
13327,17379,6.0,463.1
13328,17381,7.0,505.26
13329,17382,7.0,538.4
13330,17383,6.0,432.1
13331,17384,7.0,522.1
13332,17385,7.0,489.6
13333,17386,6.0,413.1
13334,17387,6.0,405.3
13335,17388,6.0,470.80000000000007
13336,17390,1.0,96.4
13337,17391,1.0,88.5
13338,17392,1.0,80.3
13339,17393,6.0,426.35
13340,17394,3.0,246.73
13341,17395,2.0,65.4
13342,17396,2.0,64.5
13343,17399,3.0,221.15
13344,17414,4.0,308.95
13345,17415,5.0,309.06
13346,17416,2.0,154.85
13347,17421,1.0,0.0
13348,17422,2.0,85.0
13349,17424,1.0,0.0
13350,17425,2.0,74.5
13351,17426,7.0,403.44
13352,17427,6.0,421.18
13353,17428,7.0,467.63
13354,17429,8.0,529.83
13355,17430,8.0,460.85
13356,17431,7.0,314.16
13357,17432,5.0,296.1
13358,17433,7.0,382.93
13359,17434,7.0,447.9
13360,17435,7.0,402.55
13361,17436,8.0,601.45
13362,17437,5.0,284.92
13363,17438,4.0,0.0
13364,17439,7.0,494.23
13365,17441,7.0,405.45
13366,17442,7.0,504.06
13367,17443,7.0,457.65
13368,17444,7.0,477.68000000000006
13369,17445,7.0,447.15
13370,17446,7.0,460.15
13371,17447,6.0,396.5
13372,17448,6.0,330.20000000000005
13373,17450,7.0,433.65
13374,17451,7.0,338.55
13375,17452,6.0,0.0
13376,17453,6.0,387.64
13377,17454,7.0,263.2
13378,17455,6.0,356.17
13379,17456,7.0,468.25
13380,17457,7.0,475.35
13381,17458,6.0,379.36
13382,17459,7.0,493.6
13383,17460,7.0,482.35
13384,17461,4.0,210.2
13385,17462,5.0,272.97
13386,17463,7.0,455.33
13387,17464,8.0,596.15
13388,17465,7.0,436.89
13389,17466,8.0,527.4200000000001
13390,17467,7.0,404.73
13391,17468,8.0,498.46
13392,17469,8.0,533.92
13393,17470,6.0,370.31
13394,17471,7.0,378.22
13395,17474,7.0,533.15
13396,17475,6.0,406.07
13397,17476,7.0,440.35
13398,17477,5.0,273.5
13399,17478,6.0,410.92
13400,17479,5.0,321.1
13401,17480,7.0,536.58
13402,17482,7.0,415.1
13403,17484,6.0,229.08
13404,17485,7.0,336.43
13405,17486,7.0,364.77
13406,17488,7.0,443.48
13407,17489,6.0,302.1
13408,17490,6.0,320.72
13409,17491,4.0,187.9
13410,17492,6.0,391.1
13411,17493,4.0,250.45
13412,17494,7.0,488.8
13413,17495,8.0,646.6500000000001
13414,17496,6.0,319.3
13415,17498,7.0,577.47
13416,17500,7.0,613.2
13417,17501,6.0,463.6
13418,17503,3.0,130.1
13419,17507,6.0,319.93000000000006
13420,17508,6.0,328.5
13421,17509,7.0,543.0
13422,17510,5.0,28.0
13423,17511,5.0,429.9
13424,17512,7.0,493.14
13425,17513,9.0,585.63
13426,17514,7.0,520.78
13427,17515,8.0,570.03
13428,17516,8.0,494.8
13429,17517,6.0,490.37
13430,17518,8.0,591.5
13431,17519,7.0,523.0
13432,17520,4.0,202.08
13433,17521,7.0,495.94
13434,17522,7.0,487.23
13435,17523,6.0,444.30000000000007
13436,17524,6.0,385.1
13437,17525,8.0,557.5
13438,17526,7.0,502.24
13439,17527,7.0,523.1
13440,17528,8.0,591.24
13441,17529,8.0,560.8
13442,17530,8.0,682.0
13443,17531,7.0,470.55
13444,17532,7.0,507.0
13445,17533,9.0,657.94
13446,17534,7.0,542.16
13447,17535,8.0,440.88
13448,17536,6.0,354.0
13449,17537,7.0,527.0
13450,17538,7.0,482.92
13451,17539,7.0,515.0699999999999
13452,17540,7.0,382.25
13453,17541,7.0,576.0
13454,17543,7.0,507.5
13455,17544,4.0,141.0
13456,17545,8.0,602.5
13457,17546,7.0,480.8
13458,17547,6.0,456.1
13459,17548,4.0,90.3
13460,17549,8.0,544.69
13461,17550,7.0,422.75
13462,17551,8.0,547.0
13463,17552,7.0,494.0
13464,17553,6.0,411.62
13465,17554,6.0,340.40000000000003
13466,17555,1.0,0.0
13467,17556,2.0,0.0
13468,17558,3.0,148.15
13469,17560,8.0,565.15
13470,17561,4.0,74.0
13471,17562,8.0,575.9
13472,17563,7.0,525.3
13473,17564,8.0,577.2
13474,17565,8.0,567.03
13475,17567,7.0,544.5
13476,17568,8.0,530.0
13477,17569,8.0,617.2
13478,17570,8.0,546.7
13479,17571,9.0,617.7
13480,17572,9.0,627.5
13481,17573,8.0,559.0
13482,17574,8.0,569.0
13483,17575,7.0,1.0
13484,17576,9.0,721.1800000000001
13485,17577,9.0,646.6800000000001
13486,17578,9.0,703.6600000000001
13487,17579,8.0,604.0
13488,17580,8.0,607.5
13489,17581,7.0,493.8
13490,17582,7.0,435.5
13491,17583,8.0,570.7
13492,17584,8.0,628.0
13493,17585,7.0,511.3
13494,17586,8.0,636.6
13495,17587,7.0,577.0
13496,17588,8.0,695.6
13497,17589,8.0,576.7
13498,17590,8.0,624.5
13499,17591,8.0,581.1
13500,17592,7.0,545.9
13501,17593,7.0,546.9
13502,17594,8.0,651.5
13503,17595,7.0,498.9
13504,17596,8.0,589.8
13505,17597,8.0,622.0
13506,17598,8.0,625.5
13507,17599,7.0,537.0
13508,17600,7.0,460.5
13509,17601,9.0,708.0
13510,17602,8.0,586.8
13511,17603,7.0,540.1
13512,17604,8.0,610.0
13513,17605,8.0,619.0
13514,17606,8.0,575.7
13515,17607,7.0,463.5
13516,17608,8.0,665.4
13517,17609,8.0,618.0
13518,17610,8.0,582.0
13519,17611,8.0,595.9
13520,17612,7.0,535.0
13521,17613,7.0,527.5
13522,17614,7.0,525.0
13523,17615,4.0,56.0
13524,17616,7.0,512.0
13525,17617,7.0,563.0
13526,17618,7.0,487.0
13527,17619,7.0,503.0
13528,17620,8.0,563.5
13529,17621,7.0,477.8
13530,17622,7.0,512.0
13531,17623,4.0,229.9
13532,17624,7.0,521.9
13533,17625,7.0,522.0
13534,17626,7.0,456.0
13535,17627,8.0,571.0
13536,17628,6.0,342.0
13537,17629,8.0,551.8
13538,17630,7.0,541.5
13539,17631,8.0,585.8
13540,17632,8.0,629.5
13541,17633,8.0,686.5
13542,17634,8.0,595.7
13543,17635,8.0,608.1
13544,17636,8.0,624.5
13545,17637,9.0,688.25
13546,17638,7.0,523.2
13547,17639,8.0,654.7
13548,17640,7.0,518.5
13549,17641,8.0,632.5
13550,17642,8.0,647.0
13551,17643,8.0,652.5
13552,17644,9.0,697.2199999999999
13553,17645,8.0,612.03
13554,17646,8.0,571.9300000000001
13555,17647,8.0,574.0
13556,17648,3.0,146.5
13557,17649,2.0,147.0
13558,17650,2.0,123.0
13559,17651,2.0,129.5
13560,17652,4.0,239.0
13561,17653,2.0,141.5
13562,17658,3.0,240.0
13563,17664,9.0,647.8
13564,17665,6.0,357.0
13565,17666,2.0,65.0
13566,17667,7.0,495.6
13567,17668,7.0,403.2000000000001
13568,17669,8.0,570.22
13569,17670,8.0,586.6800000000001
13570,17671,7.0,503.67
13571,17672,7.0,430.17
13572,17673,7.0,547.5
13573,17674,7.0,469.42
13574,17675,7.0,461.3
13575,17676,8.0,643.8
13576,17677,7.0,583.5
13577,17678,8.0,490.0
13578,17679,8.0,648.0
13579,17680,7.0,466.67
13580,17681,6.0,399.0
13581,17682,8.0,568.0
13582,17683,8.0,566.5
13583,17684,7.0,494.5
13584,17685,7.0,475.1
13585,17686,7.0,446.0
13586,17687,7.0,518.5
13587,17688,8.0,622.0
13588,17689,8.0,568.7
13589,17690,8.0,483.53
13590,17691,7.0,486.5
13591,17692,7.0,499.5
13592,17693,8.0,631.0
13593,17694,7.0,438.0
13594,17695,7.0,443.0
13595,17696,7.0,596.0
13596,17697,8.0,632.8
13597,17698,7.0,573.0
13598,17699,7.0,574.5
13599,17700,8.0,454.0
13600,17701,8.0,611.0
13601,17702,8.0,634.6700000000001
13602,17703,8.0,594.6
13603,17704,7.0,565.0
13604,17705,7.0,483.0
13605,17706,7.0,492.15
13606,17707,8.0,588.8
13607,17708,7.0,520.8
13608,17709,7.0,510.0
13609,17710,7.0,522.0
13610,17711,7.0,554.0
13611,17712,8.0,627.4
13612,17713,6.0,376.0
13613,17714,4.0,147.0
13614,17715,8.0,608.5
13615,17716,7.0,534.5
13616,17717,9.0,670.13
13617,17718,8.0,653.5
13618,17719,8.0,584.0
13619,17720,8.0,559.4
13620,17721,7.0,519.0
13621,17722,8.0,580.6700000000001
13622,17723,8.0,596.6
13623,17724,8.0,550.0
13624,17725,8.0,629.5
13625,17726,6.0,399.0
13626,17727,8.0,571.7
13627,17728,8.0,568.0
13628,17729,8.0,588.0
13629,17730,7.0,587.5
13630,17731,7.0,545.0
13631,17732,7.0,506.33
13632,17733,7.0,565.02
13633,17734,7.0,550.0
13634,17735,7.0,506.83
13635,17736,7.0,529.33
13636,17737,7.0,515.5
13637,17738,8.0,573.1
13638,17739,8.0,614.3299999999999
13639,17741,7.0,377.0
13640,17742,6.0,359.4
13641,17743,6.0,395.94000000000005
13642,17744,4.0,166.82999999999998
13643,17746,1.0,0.0
13644,17749,1.0,0.0
13645,17750,6.0,336.1
13646,17751,3.0,131.89999999999998
13647,17753,1.0,79.5
13648,17754,1.0,53.0
13649,17756,6.0,390.9
13650,17757,5.0,360.0
13651,17758,6.0,250.5
13652,17759,7.0,441.8
13653,17760,6.0,396.0
13654,17761,6.0,436.5
13655,17762,6.0,366.0
13656,17763,7.0,368.4
13657,17764,6.0,367.5
13658,17765,7.0,148.0
13659,17766,7.0,440.3
13660,17768,3.0,208.7
13661,17769,2.0,66.95
13662,17771,3.0,104.9
13663,17772,2.0,149.0
13664,17773,4.0,154.0
13665,17774,1.0,69.6
13666,17776,8.0,629.5999999999999
13667,17777,8.0,564.88
13668,17778,9.0,687.36
13669,17779,9.0,680.9
13670,17780,8.0,555.2
13671,17781,7.0,357.79999999999995
13672,17782,4.0,287.9
13673,17783,4.0,271.9
13674,17784,2.0,139.35000000000002
13675,17785,6.0,364.4500000000001
13676,17786,2.0,79.0
13677,17787,3.0,248.8
13678,17788,4.0,219.71
13679,17789,2.0,144.9
13680,17790,4.0,290.85
13681,17792,1.0,0.0
13682,17793,1.0,0.0
13683,17800,3.0,142.45
13684,17801,3.0,170.05
13685,17802,8.0,625.05
13686,17803,7.0,491.18000000000006
13687,17804,7.0,487.7000000000001
13688,17805,8.0,622.22
13689,17806,5.0,366.09
13690,17808,10.0,585.15
13691,17809,8.0,550.87
13692,17810,9.0,615.95
13693,17812,7.0,531.8
13694,17813,8.0,610.2
13695,17814,7.0,487.0
13696,17815,7.0,517.5
13697,17816,7.0,566.5
13698,17817,7.0,553.0
13699,17818,7.0,458.0
13700,17819,7.0,306.9
13701,17820,9.0,520.0
13702,17822,2.0,147.0
13703,17825,8.0,614.4000000000001
13704,17826,7.0,365.4
13705,17827,8.0,521.85
13706,17828,8.0,557.7
13707,17829,4.0,311.15
13708,17832,7.0,435.94
13709,17833,4.0,181.75
13710,17834,6.0,406.35
13711,17835,6.0,372.55
13712,17836,3.0,122.07
13713,17837,7.0,474.41
13714,17838,6.0,401.1
13715,17839,6.0,449.8
13716,17840,6.0,412.0
13717,17841,6.0,379.95
13718,17842,6.0,414.15
13719,17843,6.0,291.4
13720,17844,6.0,418.24
13721,17845,7.0,507.98
13722,17846,7.0,415.67
13723,17847,7.0,521.98
13724,17848,6.0,415.3
13725,17849,7.0,497.12
13726,17850,6.0,405.5
13727,17851,4.0,153.8
13728,17852,7.0,443.6
13729,17853,8.0,548.11
13730,17854,8.0,573.65
13731,17855,8.0,553.1800000000001
13732,17856,8.0,547.17
13733,17857,8.0,518.24
13734,17858,8.0,552.99
13735,17859,9.0,643.44
13736,17860,8.0,516.29
13737,17861,7.0,457.7
13738,17862,4.0,271.6
13739,17863,7.0,444.1
13740,17864,5.0,360.4
13741,17865,4.0,273.38
13742,17866,8.0,552.1
13743,17867,8.0,614.5
13744,17868,5.0,341.93
13745,17869,8.0,639.2
13746,17870,8.0,586.2
13747,17871,9.0,651.12
13748,17873,4.0,216.61
13749,17875,8.0,449.29
13750,17877,3.0,167.2
13751,17878,7.0,442.2000000000001
13752,17879,7.0,416.4500000000001
13753,17880,1.0,0.0
13754,17881,7.0,535.7399999999999
13755,17882,6.0,358.47
13756,17883,5.0,295.4
13757,17884,5.0,256.77
13758,17885,8.0,555.44
13759,17886,8.0,525.09
13760,17887,7.0,338.94
13761,17888,7.0,446.63
13762,17889,5.0,313.05
13763,17890,6.0,415.3
13764,17891,6.0,384.1
13765,17912,1.0,0.0
13766,17916,2.0,0.0
13767,17917,2.0,0.0
13768,17923,1.0,0.0
13769,17924,1.0,0.0
13770,17928,1.0,0.0
13771,17931,6.0,348.65
13772,17932,6.0,418.58
13773,17933,5.0,284.45
13774,17934,6.0,355.4
13775,17935,6.0,396.03
13776,17936,4.0,268.85
13777,17937,2.0,129.8
13778,17938,4.0,288.3
13779,17939,6.0,379.01
13780,17940,4.0,270.0
13781,17941,6.0,409.55000000000007
13782,17942,6.0,414.58
13783,17943,5.0,305.79999999999995
13784,17944,6.0,469.2
13785,17945,5.0,346.88
13786,17946,6.0,456.58
13787,17947,6.0,489.08
13788,17948,6.0,499.23
13789,17949,6.0,509.2
13790,17950,5.0,310.35
13791,17951,6.0,431.28
13792,17952,3.0,229.4
13793,17953,2.0,175.19
13794,17954,2.0,153.0
13795,17956,2.0,158.9
13796,17957,1.0,84.0
13797,17958,1.0,84.0
13798,17960,2.0,75.9
13799,17961,2.0,89.8
13800,17962,2.0,83.84
13801,17963,2.0,84.4
13802,17964,5.0,304.7
13803,17965,4.0,152.9
13804,17966,3.0,149.1
13805,17967,3.0,139.0
13806,17968,3.0,150.15
13807,17969,8.0,554.73
13808,17970,6.0,367.2
13809,17971,7.0,488.3
13810,17972,6.0,378.42
13811,17973,6.0,368.5
13812,17974,3.0,155.9
13813,17975,8.0,601.5699999999999
13814,17976,8.0,563.6
13815,17977,7.0,470.4
13816,17978,6.0,376.5
13817,17980,3.0,197.8
13818,17981,7.0,472.8200000000001
13819,17982,6.0,482.86
13820,17983,9.0,687.9300000000001
13821,17984,9.0,634.76
13822,17985,8.0,599.23
13823,17988,3.0,152.5
13824,17991,3.0,140.25
13825,17992,3.0,158.75
13826,17993,2.0,37.0
13827,17994,3.0,143.75
13828,17995,3.0,136.75
13829,17996,3.0,142.75
13830,17997,3.0,149.5
13831,17998,3.0,153.75
13832,17999,3.0,134.75
13833,18000,3.0,157.5
13834,18001,3.0,147.0
13835,18002,3.0,126.75
13836,18003,3.0,148.25
13837,18004,3.0,149.25
13838,18005,3.0,136.25
13839,18006,3.0,144.5
13840,18007,3.0,134.75
13841,18008,4.0,339.17
13842,18009,4.0,342.96
13843,18010,3.0,76.0
13844,18011,6.0,346.39
13845,18012,4.0,356.26
13846,18013,6.0,353.96
13847,18014,6.0,385.81
13848,18015,4.0,234.18
13849,18016,6.0,427.84
13850,18017,6.0,453.5
13851,18018,7.0,496.6
13852,18019,5.0,392.78
13853,18020,8.0,611.1800000000001
13854,18021,8.0,648.3299999999999
13855,18022,8.0,592.25
13856,18023,7.0,498.35
13857,18024,5.0,303.76
13858,18025,3.0,187.85
13859,18026,3.0,0.0
13860,18027,1.0,78.0
13861,18029,7.0,428.34
13862,18030,7.0,613.8900000000001
13863,18031,7.0,462.35
13864,18033,7.0,422.1
13865,18034,7.0,485.0
13866,18035,5.0,172.49999999999997
13867,18036,7.0,468.0
13868,18037,8.0,500.2000000000001
13869,18038,7.0,475.1
13870,18039,4.0,272.2
13871,18040,5.0,272.7
13872,18041,7.0,455.46
